Institute			Location		Dates				Degreee			Major			GPA
University of Central Florida	Orlando, Florida	August 2021 - Present		PhD			Computer Science	3.983
University of Central Florida	Orlando, Florida	August 2021 - December 2025	Master of Science	Computer Science	3.983
University of Central Florida	Orlando, Florida	August 2017 - May 2021		Bachelor of Science	Computer Science	3.849
